0,"{""Pair\""http://www.google.com/base/feeds/snippets/11330215393556366354\""-\""b000hkpb3e\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18394964067436310447\""-\""b0006g31i6\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18442437439289118179\""-\""b000i8od4i\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13495800857575425103\""-\""b0009yegcu\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/11029185598470444071\""-\""b0008ewsf8\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13745636562555952245\""-\""b0000c6fjm\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13709659866021319390\""-\""b00008mnxz\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/747897289202016262\""-\""b000a2zlam\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/10299611596430222322\""-\""b000ndib7s\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/16599167006186127666\""-\""b000b45pkk\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJI5
1,"{""Pair\""http://www.google.com/base/feeds/snippets/13676550626962262162\""-\""b00070ouja\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/7446817695346465267\""-\""b000ogsyjy\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18368735287693525011\""-\""b00026s6da\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/7026930082094268710\""-\""b000311y4w\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13029285540855383313\""-\""b000300hhi\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/14471505880455534016\""-\""b00006lhf6\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/1396058941659125307\""-\""b000ndibws\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13726998241496860922\""-\""b0002h6x34\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/4433860407786915136\""-\""b0007m69s8\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/16679606764474753015\""-\""b000hed3f8\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJMZ
2,"{""Pair\""http://www.google.com/base/feeds/snippets/14736350815466474940\""-\""b000o26lo8\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/15933205235519328818\""-\""b000eqy0ss\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/7150077051864937455\""-\""b0006g2vk0\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/12911813140487249020\""-\""b0009qvgeo\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/9757350103424139605\""-\""b000100eg4\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/2919031939469503608\""-\""b000ndibl4\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/12619023447490200684\""-\""b000hhvbdq\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18369961806066182318\""-\""b000mfgx7w\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/15013560737417394943\""-\""b000brczzk\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18208299912051953630\""-\""b000hysu2y\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJM3
3,"{""Pair\""http://www.google.com/base/feeds/snippets/9803504071402999218\""-\""b000jx5shs\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/14815121291893978017\""-\""b000cc09uw\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/11487394514676430806\""-\""b000io79mu\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18282499725938188855\""-\""b0000vmimw\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/7150077051864937455\""-\""b00094oszk\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/12921207121428863850\""-\""b00022pti4\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/8317633865991250636\""-\""b0002jtvng\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/8042583218932085904\""-\""b000ndibh8\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18406460610458325212\""-\""b00004wi4b\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/6195321262763979528\""-\""b000hcxklc\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJQW
4,"{""Pair\""http://www.google.com/base/feeds/snippets/14783944613059032198\""-\""b000a2zlam\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/12415174468260360116\""-\""b000ias0i6\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/16738858585154074633\""-\""b000byr41s\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/17565246322323608117\""-\""b0007d8es0\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13635233890006695775\""-\""b000bcz8ng\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18403866794415896226\""-\""b00009adf3\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/5673733196767057398\""-\""b000oftj8u\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/15297739858013318917\""-\""b000ndicpy\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/9426718267663314434\""-\""b000e8jlas\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13428523279345175501\""-\""b000az841m\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJQZ
5,"{""Pair\""http://www.google.com/base/feeds/snippets/17511510969143463932\""-\""b000i8od3y\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18362654520356707985\""-\""b000ehpzyu\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/16146310248741680812\""-\""b000ibfix0\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/10066664236286478958\""-\""b000ivhozk\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/747800619686534084\""-\""b000a3x6te\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/10813731818583051752\""-\""b000hcz8gm\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/712876185653102576\""-\""b000bgpqos\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/11359745283620291559\""-\""b000rlqnr6\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/11465786913875583817\""-\""b000e65hki\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/5155217336879101407\""-\""b000hcz8gc\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJQ3
6,"{""Pair\""http://www.google.com/base/feeds/snippets/18347005743602331538\""-\""b00022pti4\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18400264612493053038\""-\""b000j5lgg8\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/12737245292905990966\""-\""b000bgtvbc\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/9122006997888271580\""-\""b000v05f4k\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/17597843742227357468\""-\""b000aa8796\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13226106504971179022\""-\""b0009i5sgy\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/15159234661407732476\""-\""b000083kit\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/17521446718236049500\""-\""b000ivjsb8\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/2788193895848373884\""-\""b000g80lqo\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18341451742874553099\""-\""b000ndibkk\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJUW
7,"{""Pair\""http://www.google.com/base/feeds/snippets/9122006997888271580\""-\""b000v05f4k\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/9489728552695383239\""-\""b0002cu1nw\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13314812920338419513\""-\""b000ndibvo\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/4598157020454490419\""-\""b0001gu7di\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/11864565884016177982\""-\""b000pijt6i\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/10719377059258538369\""-\""b000oftj8u\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/14781479365673126506\""-\""b000ffcdim\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/222400256379219119\""-\""b000ndibnc\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13515160531535258165\""-\""b00005op44\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/4441393199380874556\""-\""b000a2aknu\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJU0
8,"{""Pair\""http://www.google.com/base/feeds/snippets/2243626822249275608\""-\""b00009l1hv\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/7150077051864937455\""-\""b00002jvfk\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/17595757511974721789\""-\""b000ga99tm\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/18347005743602331538\""-\""b0007g9760\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/16758368985966319493\""-\""b000o39qyo\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13308005562655301002\""-\""b000hc0lw8\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/7739419455751524618\""-\""b000a76zt8\"""": 0.0, ""Pair1931102953-\""http://www.google.com/base/feeds/snippets/12543046747030237240\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/9489728552695383239\""-\""b000ndid4y\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/14079779635185918620\""-\""b000hbys96\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJU3
9,"{""Pair\""http://www.google.com/base/feeds/snippets/16934204320953872944\""-\""b000ogsyjy\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13290923475489905248\""-\""b000ndibnc\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/15389880066298029811\""-\""b000hcvr1m\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13580973667608887322\""-\""b000hkgj8k\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/13154517593415530045\""-\""b0000dbykm\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/17477117429958783207\""-\""b000fvqo0o\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/4949402291543451335\""-\""b000j6dues\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/16769449274864717899\""-\""b000o39qyo\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/7150077051864937455\""-\""b000gcj6mk\"""": 0.0, ""Pair\""http://www.google.com/base/feeds/snippets/5707639507589635432\""-\""b0002i6l7g\"""": 0.0}",39H0DHA6LY93D3CUZ29VZ2XLLMNVBS,A2MDAUNDCTMC4W,3L0XNCAXMZOWODOWNC42MJYW
