id,content,assignment_id,worker_id,task_id
0,"{""Pair784-752"": 0.0, ""Pair816-513"": 0.0, ""Pair316-306"": 0.0, ""Pair325-132"": 0.0, ""Pair317-313"": 0.0, ""Pair310-190"": 1.0, ""Pair310-227"": 0.0, ""Pair452-159"": 0.0, ""Pair706-375"": 0.0, ""Pair741-131"": 0.0}",30G0LTC1MIC6IDAUMCWGJ1BHAXI4MT,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODMX
1,"{""Pair534-417"": 0.0, ""Pair17-120"": 0.0, ""Pair622-418"": 1.0, ""Pair855-368"": 0.0, ""Pair97-422"": 0.0, ""Pair568-308"": 0.0, ""Pair546-475"": 0.0, ""Pair780-275"": 0.0, ""Pair846-698"": 0.0, ""Pair75-561"": 0.0}",30M0LTQXNYC6IDAUMCWGJ1BHAXIXNY,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODM1
2,"{""Pair261-229"": 0.0, ""Pair17-120"": 0.0, ""Pair316-306"": 0.0, ""Pair97-422"": 0.0, ""Pair540-316"": 0.0, ""Pair829-683"": 0.0, ""Pair688-232"": 0.0, ""Pair330-110"": 0.0, ""Pair452-159"": 0.0, ""Pair99-437"": 0.0}",30YXLTIYOSC6IDAUMCWGJ1BHAXIXNY,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODM5
3,"{""Pair626-505"": 0.0, ""Pair816-513"": 0.0, ""Pair677-341"": 0.0, ""Pair690-247"": 0.0, ""Pair575-400"": 0.0, ""Pair269-12"": 0.0, ""Pair672-527"": 1.0, ""Pair313-306"": 0.0, ""Pair535-51"": 0.0, ""Pair75-561"": 0.0}",30I2LTUWNSC6IDAUMCWGJ1BHAXI4MT,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODQY
4,"{""Pair706-585"": 0.0, ""Pair562-152"": 0.0, ""Pair684-27"": 0.0, ""Pair792-791"": 0.0, ""Pair690-247"": 0.0, ""Pair829-316"": 0.0, ""Pair677-149"": 0.0, ""Pair568-494"": 0.0, ""Pair706-497"": 0.0, ""Pair452-159"": 0.0}",30A2LTU4NSC6IDAUMCWGJ1BHAXI1NJ,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODQ2
5,"{""Pair276-240"": 0.0, ""Pair802-525"": 0.0, ""Pair683-30"": 0.0, ""Pair325-132"": 1.0, ""Pair792-791"": 0.0, ""Pair557-362"": 0.0, ""Pair317-313"": 1.0, ""Pair662-244"": 0.0, ""Pair539-191"": 0.0, ""Pair834-811"": 0.0}",30C2LTI0MCC6IDAUMCWGJ1BHAXI4MD,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODQ5
6,"{""Pair8-312"": 0.0, ""Pair334-230"": 0.0, ""Pair92-223"": 0.0, ""Pair79-394"": 0.0, ""Pair97-422"": 0.0, ""Pair91-471"": 0.0, ""Pair789-72"": 0.0, ""Pair313-306"": 0.0, ""Pair381-249"": 0.0, ""Pair539-191"": 0.0}",300ZMTINOIAWLJASICDQYWLYMZM0LT,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODUZ
7,"{""Pair769-741"": 0.0, ""Pair575-400"": 0.0, ""Pair706-375"": 0.0, ""Pair662-527"": 0.0, ""Pair690-223"": 0.0, ""Pair846-698"": 0.0, ""Pair709-608"": 0.0, ""Pair452-159"": 0.0, ""Pair612-427"": 0.0, ""Pair672-662"": 0.0}",30Y5LTC0MSC6IDAUMCWGJ1BHAXI1NZ,A1MDAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODU3
8,"{""Pair396-273"": 0.0, ""Pair283-186"": 0.0, ""Pair156-150"": 0.0, ""Pair17-120"": 0.0, ""Pair397-273"": 0.0, ""Pair421-415"": 0.0, ""Pair317-313"": 0.0, ""Pair313-306"": 0.0, ""Pair527-422"": 0.0, ""Pair711-310"": 0.0}",30K2LTI3MYC6IDAUMCWGJ1BHAXIYOD,A1MTAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODYW
9,"{""Pair784-752"": 0.0, ""Pair837-787"": 0.0, ""Pair816-499"": 0.0, ""Pair381-249"": 0.0, ""Pair283-186"": 1.0, ""Pair653-562"": 0.0, ""Pair421-415"": 0.0, ""Pair677-341"": 0.0, ""Pair846-698"": 0.0, ""Pair97-576"": 0.0}",30G0LTC1MIC6IDAUMCWGJ1BHAXI4MZ,A1MTAUODGWLJA0,3L0XMYAXNJOZNJO0NC4ZODY0
